Rank,Major,Major_category,Total,Sample_size,Men,Women,ShareWomen,Full_time_year_round,Median,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,College_jobs_binned,Non_college_jobs_binned,Median_binned,Total_binned,Sample_size_binned,Men_binned,Women_binned,ShareWomen_binned,Full_time_year_round_binned,P25th_binned,P75th_binned,Low_wage_jobs_binned
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.36e+05,1.52e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
124,BIOLOGY,Biology & Life Science,280709,1370,111762,168947,0.601858152,100336,33400,24000,45000,88232,81109,28339,"(7.58e+04,9.1e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(1.02e+05,2.05e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(7.58e+04,9.1e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(6.07e+04,7.58e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
146,PSYCHOLOGY,Psychology & Social Work,393735,2584,86648,307087,0.779933204,174438,31500,24000,41000,125148,141860,48207,"(1.21e+05,1.36e+05]","(9.89e+04,1.49e+05]","(2.19e+04,5.13e+04]","(2.63e+05,3.94e+05]","(1.41e+03,2.81e+03]","(5.8e+04,1.16e+05]","(2.05e+05,3.07e+05]","(0.646,0.97]","(1.33e+05,2e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(3.21e+04,4.83e+04]"
139,ELEMENTARY EDUCATION,Education,170862,1629,13029,157833,0.923745479,86540,32000,23400,38000,108085,36972,11502,"(1.06e+05,1.21e+05]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(1.02e+05,2.05e+05]","(0.646,0.97]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(-48.2,1.61e+04]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
138,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,1436,4897,2519,0.339670982,81180,32000,23000,41000,57690,71827,26503,"(4.55e+04,6.07e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(1.41e+03,2.81e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(3.03e+04,4.55e+04]","(4.95e+04,9.89e+04]","(2.19e+04,5.13e+04]","(1.31e+05,2.63e+05]","(-2.21,1.41e+03]","(5.8e+04,1.16e+05]","(-307,1.02e+05]","(0.323,0.646]","(6.67e+04,1.33e+05]","(1.84e+04,4.4e+04]","(2.19e+04,5.63e+04]","(1.61e+04,3.21e+04]"
9,MECHANICAL ENGINEERING,Engineering,91227,1029,12953,2105,0.139792801,54639,60000,48000,70000,52844,16384,3253,"(4.55e+04,6.07e+04]","(-148,4.95e+04]","(5.13e+04,8.07e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(4.4e+04,6.95e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(3.03e+04,4.55e+04]","(-148,4.95e+04]","(2.19e+04,5.13e+04]","(-270,1.31e+05]","(-2.21,1.41e+03]","(-54.7,5.8e+04]","(-307,1.02e+05]","(-0.000969,0.323]","(-88.8,6.67e+04]","(1.84e+04,4.4e+04]","(5.63e+04,9.07e+04]","(-48.2,1.61e+04]"
